timestamp_ms,price,sources,spread
1775433600960,69035.93,3,4.02
1775433601001,69035.93,3,4.02
1775433601962,69035.72,3,0.77
1775433602002,69034.86,3,3.37
1775433602964,69046.12,3,19.24
1775433603004,69048.55,3,19.24
1775433603966,69064.03,3,22.11
1775433604006,69066.6,3,29.81
1775433604968,69090.7,3,24.51
1775433605013,69098.0,3,18.4
1775433605970,69120.33,3,39.5
1775433606015,69121.97,3,39.5
1775433606980,69142.98,3,19.26
1775433607016,69149.4,3,1.8
1775433607981,69131.53,3,30.0
1775433608017,69123.33,3,5.4
1775433608982,69127.8,3,3.6
1775433609020,69127.8,3,3.6
1775433609984,69157.48,3,35.97
1775433610022,69157.54,3,36.17
1775433610986,69162.03,3,14.2
1775433611022,69157.54,3,4.5
1775433611989,69162.71,3,9.57
1775433612023,69165.93,3,0.7
1775433612989,69173.07,3,12.9
1775433613024,69178.33,3,7.28
1775433613991,69168.06,3,25.98
1775433614025,69166.46,3,8.58
1775433614993,69184.46,3,23.32
1775433615026,69189.72,3,7.55
1775433615994,69177.75,3,13.55
1775433616028,69174.05,3,2.8
1775433616995,69191.55,3,25.26
1775433617030,69198.9,3,3.21
1775433617996,69198.93,3,3.21
1775433618032,69198.93,3,3.2
1775433618996,69196.07,3,1.4
1775433619037,69192.22,3,6.7
1775433619996,69182.02,3,16.66
1775433620039,69178.62,3,6.45
1775433620999,69184.12,3,15.4
1775433621040,69181.38,3,7.2
1775433622000,69175.48,3,12.94
1775433622041,69173.08,3,8.9
1775433623001,69172.85,3,1.95
1775433623043,69173.12,3,2.75
1775433624003,69177.35,3,5.05
1775433624044,69181.71,3,4.4
1775433625004,69205.88,3,38.16
1775433625046,69217.22,3,4.13
1775433626006,69215.52,3,3.6
1775433626046,69215.49,3,3.5
1775433627007,69198.14,3,10.5
1775433627047,69198.14,3,10.5
1775433628007,69205.97,3,15.99
1775433628049,69208.77,3,1.78
1775433629009,69200.91,3,11.42
1775433629051,69197.68,3,1.8
1775433630009,69195.15,3,7.54
1775433630053,69192.45,3,6.34
1775433631011,69194.69,3,16.3
1775433631054,69197.41,3,27.3
1775433632012,69205.44,3,4.3
1775433632056,69205.44,3,4.3
1775433633014,69213.04,3,17.09
1775433633058,69217.03,3,7.1
1775433634016,69217.0,3,4.0
1775433634061,69217.0,3,4.0
1775433635017,69217.56,3,5.5
1775433635062,69217.6,3,5.6
1775433636020,69217.56,3,5.5
1775433636065,69217.56,3,5.5
1775433637021,69216.29,3,1.7
1775433637066,69218.99,3,5.12
1775433638022,69219.0,3,5.11
1775433638068,69218.46,3,3.91
1775433639023,69201.0,3,2.09
1775433639071,69201.0,3,2.09
1775433640025,69200.97,3,2.09
1775433640073,69200.97,3,2.09
1775433641028,69217.84,3,11.9
1775433641075,69217.84,3,11.9
1775433642030,69228.03,3,10.3
1775433642078,69228.03,3,10.3
1775433643031,69240.32,3,3.5
1775433643080,69240.32,3,3.5
1775433644032,69240.62,3,2.15
1775433644082,69240.62,3,2.15
1775433645032,69238.48,3,3.65
1775433645084,69238.48,3,3.65
1775433646035,69199.28,3,20.2
1775433646087,69197.22,3,14.0
1775433647037,69175.25,3,35.55
1775433647087,69162.28,3,5.06
1775433648038,69171.92,3,10.9
1775433648090,69173.92,3,16.9
1775433649041,69172.22,3,6.06
1775433649091,69172.22,3,6.06
1775433650043,69174.95,3,3.5
1775433650093,69174.95,3,3.5
1775433651045,69135.41,3,3.2
1775433651096,69135.41,3,3.2
1775433652048,69114.26,3,4.99
1775433652098,69114.03,3,5.69
1775433653050,69118.83,3,11.5
1775433653100,69118.83,3,11.5
1775433654052,69112.04,3,7.8
1775433654104,69110.14,3,0.7
1775433655054,69105.87,3,3.88
1775433655106,69105.87,3,3.88
1775433656056,69103.49,3,7.8
1775433656109,69103.49,3,7.8
1775433657058,69116.47,3,4.4
1775433657110,69117.87,3,5.1
1775433658060,69117.87,3,5.1
1775433658112,69117.87,3,5.1
1775433659062,69120.4,3,8.0
1775433659114,69120.4,3,8.0
1775433660065,69129.83,3,9.79
1775433660116,69129.83,3,9.79
1775433661065,69204.03,3,6.92
1775433661118,69201.73,3,9.5
1775433662066,69211.02,3,3.5
1775433662120,69211.02,3,3.5
1775433663069,69211.82,3,9.3
1775433663125,69211.82,3,9.3
1775433664071,69230.27,3,5.0
1775433664127,69227.97,3,6.11
1775433665072,69229.71,3,2.17
1775433665127,69229.71,3,2.17
1775433666074,69220.65,3,2.75
1775433666129,69222.68,3,8.85
1775433667076,69236.98,3,3.46
1775433667132,69236.98,3,3.46
1775433668078,69223.31,3,10.8
1775433668134,69221.01,3,5.72
1775433669080,69251.0,3,7.0
1775433669136,69251.03,3,7.1
1775433670082,69297.86,3,11.12
1775433670137,69297.89,3,11.12
1775433671089,69281.94,3,1.62
1775433671139,69279.67,3,8.42
1775433672089,69302.41,3,23.28
1775433672141,69306.01,3,34.08
1775433673091,69343.9,3,6.6
1775433673143,69352.5,3,23.9
1775433674093,69459.07,3,37.6
1775433674144,69465.84,3,22.1
1775433675095,69429.23,3,11.31
1775433675144,69437.16,3,35.11
1775433676095,69467.55,3,39.5
1775433676146,69474.85,3,27.55
1775433677098,69487.96,3,7.23
1775433677148,69487.96,3,7.23
1775433678098,69494.46,3,11.21
1775433678153,69500.73,3,19.51
1775433679102,69501.76,3,7.1
1775433679155,69502.56,3,6.21
1775433680104,69521.47,3,20.6
1775433680156,69518.53,3,14.0
1775433681105,69521.8,3,24.6
1775433681160,69521.84,3,24.5
1775433682107,69554.73,3,2.81
1775433682161,69554.73,3,2.81
1775433683109,69553.39,3,17.7
1775433683163,69555.59,3,8.54
1775433684111,69543.5,3,10.6
1775433684165,69543.5,3,10.6
1775433685113,69567.93,3,12.01
1775433685166,69569.3,3,11.91
1775433686115,69580.47,3,0.1
1775433686168,69580.43,3,0.2
1775433687117,69571.07,3,25.6
1775433687169,69565.0,3,14.8
1775433688119,69587.74,3,4.9
1775433688171,69587.74,3,4.9
1775433689121,69579.03,3,8.0
1775433689173,69579.03,3,8.0
1775433690121,69565.13,3,4.4
1775433690174,69566.57,3,8.7
1775433691123,69563.34,3,16.31
1775433691176,69559.47,3,27.91
1775433692124,69513.63,3,31.3
1775433692241,69508.43,3,9.69
1775433693126,69497.95,3,16.66
1775433693244,69499.21,3,20.46
1775433694128,69486.57,3,14.5
1775433694246,69485.3,3,8.01
1775433695129,69483.58,3,14.3
1775433695248,69479.28,3,9.05
1775433696131,69480.45,3,6.7
1775433696250,69472.55,3,11.84
1775433697132,69534.16,3,5.1
1775433697250,69534.13,3,5.0
1775433698134,69502.27,3,6.68
1775433698253,69496.27,3,18.6
1775433699135,69477.26,3,5.7
1775433699255,69473.56,3,16.8
1775433700137,69473.56,3,8.02
1775433700257,69473.56,3,8.02
1775433701139,69523.62,3,9.45
1775433701259,69523.62,3,9.45
1775433702141,69526.91,3,18.2
1775433702261,69526.91,3,18.2
1775433703141,69517.42,3,5.1
1775433703262,69517.25,3,5.6
1775433704143,69503.01,3,1.0
1775433704265,69503.01,3,1.0
1775433705144,69476.96,3,10.88
1775433705267,69474.53,3,12.78
1775433706146,69468.12,3,5.83
1775433706270,69468.12,3,5.83
1775433707147,69469.58,3,21.1
1775433707271,69476.55,3,18.26
1775433708149,69480.66,3,8.5
1775433708273,69485.09,3,8.52
1775433709151,69492.04,3,1.6
1775433709275,69492.04,3,1.6
1775433710153,69485.02,3,10.3
1775433710278,69480.45,3,24.0
1775433711155,69485.49,3,10.13
1775433711280,69482.69,3,3.43
1775433712158,69512.82,3,22.84
1775433712281,69513.72,3,21.34
1775433713161,69489.93,3,10.18
1775433713284,69492.36,3,4.38
1775433714163,69493.34,3,2.27
1775433714286,69493.34,3,2.27
1775433715165,69536.9,3,4.8
1775433715288,69535.0,3,1.5
1775433716166,69546.05,3,6.56
1775433716291,69543.15,3,5.5
1775433717168,69544.2,3,10.2
1775433717292,69544.23,3,10.3
1775433718171,69548.33,3,6.0
1775433718295,69547.53,3,3.6
1775433719174,69542.37,3,8.2
1775433719298,69544.83,3,13.3
1775433720175,69545.38,3,8.05
1775433720301,69545.38,3,8.05
1775433721178,69575.68,3,8.0
1775433721303,69571.48,3,4.95
1775433722180,69571.63,3,11.61
1775433722304,69572.93,3,11.61
1775433723182,69571.5,3,3.61
1775433723306,69560.9,3,12.69
1775433724183,69524.89,3,10.12
1775433724309,69522.89,3,11.2
1775433725185,69495.87,3,1.6
1775433725311,69495.87,3,1.6
1775433726186,69484.49,3,1.44
1775433726316,69484.49,3,1.44
1775433727188,69475.41,3,3.03
1775433727318,69475.41,3,3.03
1775433728190,69464.29,3,4.72
1775433728319,69465.93,3,7.12
1775433729192,69464.53,3,7.6
1775433729319,69464.53,3,7.6
1775433730194,69467.84,3,7.69
1775433730320,69467.84,3,7.69
1775433731196,69490.46,3,7.62
1775433731322,69490.46,3,7.62
1775433732199,69508.7,3,2.69
1775433732323,69509.5,3,1.19
1775433733201,69502.87,3,9.3
1775433733324,69492.3,3,9.1
1775433734203,69482.46,3,9.21
1775433734326,69482.46,3,9.21
1775433735205,69461.32,3,5.8
1775433735328,69461.32,3,5.8
1775433736207,69453.35,3,16.3
1775433736330,69454.81,3,7.1
1775433737210,69440.86,3,3.37
1775433737331,69440.86,3,3.37
1775433738211,69450.11,3,5.66
1775433738334,69450.11,3,5.66
1775433739212,69444.86,3,4.7
1775433739336,69444.86,3,4.7
1775433740215,69450.32,3,4.74
1775433740336,69451.15,3,7.24
1775433741216,69454.33,3,10.32
1775433741344,69451.46,3,6.32
1775433742221,69446.83,3,7.6
1775433742346,69443.66,3,17.1
1775433743222,69431.7,3,3.51
1775433743347,69431.73,3,3.51
1775433744226,69430.63,3,5.1
1775433744348,69430.67,3,5.0
1775433745228,69427.29,3,2.1
1775433745355,69427.32,3,2.2
1775433746230,69408.32,3,8.2
1775433746356,69405.75,3,2.86
1775433747231,69406.56,3,1.87
1775433747358,69406.56,3,1.87
1775433748246,69405.15,3,5.36
1775433748360,69403.02,3,10.06
1775433749248,69390.36,3,12.48
1775433749362,69388.86,3,12.58
1775433750251,69377.6,3,4.0
