timestamp_ms,price,sources,spread
1775313658402,67061.45,2,2.9
1775313659402,67061.46,3,2.9
1775313660406,67061.22,3,2.2
1775313661407,67061.22,3,2.2
1775313662408,67055.44,3,4.9
1775313663411,67055.44,3,4.7
1775313664412,67052.53,3,2.9
1775313665413,67051.65,3,3.84
1775313666414,67051.4,3,2.9
1775313667414,67051.4,3,2.89
1775313668414,67051.36,3,2.99
1775313669415,67051.36,3,2.99
1775313670415,67051.36,3,2.99
1775313671422,67051.36,3,2.99
1775313672423,67051.37,3,3.0
1775313673424,67051.43,3,2.89
1775313674425,67047.66,3,13.09
1775313675426,67048.75,3,3.65
1775313676427,67049.32,3,4.55
1775313677429,67049.32,3,4.55
1775313678430,67049.32,3,4.55
1775313679431,67049.32,3,4.55
1775313680433,67048.11,3,2.66
1775313681434,67045.55,3,5.9
1775313682435,67045.51,3,6.0
1775313683436,67045.51,3,6.2
1775313684437,67027.91,3,29.14
1775313685440,67030.75,3,3.9
1775313686441,67034.72,3,4.4
1775313687443,67033.22,3,1.16
1775313688443,67031.89,3,5.07
1775313689444,67031.89,3,5.06
1775313690445,67031.46,3,5.07
1775313691447,67031.45,3,5.06
1775313692448,67031.26,3,5.67
1775313693448,67031.26,3,5.67
1775313694449,67031.25,3,5.66
1775313695450,67031.22,3,5.76
1775313696450,67031.66,3,5.77
1775313697451,67030.72,3,5.76
1775313698453,67030.72,3,5.77
1775313699453,67030.82,3,6.97
1775313700455,67030.82,3,6.96
1775313701456,67030.82,3,6.97
1775313702456,67034.56,3,1.13
1775313703457,67034.56,3,1.13
1775313704458,67034.56,3,1.13
1775313705459,67035.73,3,1.8
1775313706460,67039.89,3,4.8
1775313707460,67040.19,3,3.9
1775313708462,67039.05,3,6.1
1775313709463,67039.05,3,6.1
1775313710464,67040.62,3,5.2
1775313711465,67040.62,3,5.2
1775313712466,67040.62,3,5.2
1775313713467,67041.29,3,3.2
1775313714468,67041.25,3,3.1
1775313715469,67041.12,3,3.5
1775313716471,67040.55,3,5.2
1775313717472,67040.58,3,5.3
1775313718473,67040.55,3,5.4
1775313719474,67040.55,3,5.4
1775313720475,67040.55,3,5.4
1775313721476,67040.58,3,5.3
1775313722477,67040.55,3,5.2
1775313723479,67040.59,3,5.3
1775313724480,67040.55,3,5.2
1775313725481,67039.98,3,6.9
1775313726482,67038.64,3,6.9
1775313727483,67038.64,3,6.9
1775313728486,67038.64,3,6.9
1775313729488,67038.64,3,6.9
1775313730489,67038.63,3,6.9
1775313731490,67038.27,3,5.8
1775313732491,67038.3,3,5.7
1775313733492,67038.3,3,5.7
1775313734494,67037.84,3,7.1
1775313735495,67037.84,3,7.1
1775313736497,67037.84,3,7.1
1775313737498,67037.47,3,8.2
1775313738499,67037.47,3,8.2
1775313739500,67037.47,3,8.2
1775313740507,67037.47,3,8.2
1775313741508,67037.47,3,8.2
1775313742509,67037.47,3,8.2
1775313743510,67037.47,3,8.2
1775313744511,67037.47,3,8.2
1775313745513,67037.27,3,7.4
1775313746514,67037.27,3,7.4
1775313747515,67037.27,3,7.4
1775313748519,67037.27,3,7.4
1775313749520,67036.47,3,5.0
1775313750521,67036.47,3,5.0
1775313751522,67036.47,3,5.0
1775313752524,67036.47,3,5.0
1775313753525,67036.47,3,5.0
1775313754529,67037.33,3,2.8
1775313755537,67037.33,3,2.8
1775313756539,67037.33,3,2.8
1775313757543,67037.33,3,2.8
1775313758544,67038.1,3,2.21
1775313759555,67038.07,3,2.2
1775313760555,67038.07,3,2.2
1775313761556,67038.17,3,2.4
1775313762560,67038.7,3,4.01
1775313763563,67038.66,3,3.91
1775313764564,67038.67,3,3.9
1775313765565,67038.67,3,3.9
1775313766571,67038.7,3,4.0
1775313767572,67038.67,3,4.0
1775313768574,67038.67,3,4.0
1775313769575,67038.66,3,4.01
1775313770576,67038.67,3,4.0
1775313771577,67038.66,3,4.01
1775313772579,67038.66,3,4.01
1775313773580,67038.66,3,4.01
1775313774582,67038.7,3,4.0
1775313775582,67038.7,3,4.0
1775313776583,67038.7,3,4.0
1775313777585,67038.7,3,4.0
1775313778586,67038.7,3,4.01
1775313779587,67038.7,3,4.01
1775313780589,67038.7,3,4.01
1775313781590,67038.7,3,4.01
1775313782591,67038.7,3,4.0
1775313783592,67038.7,3,4.01
1775313784593,67038.7,3,4.0
1775313785595,67043.0,3,16.7
1775313786596,67053.0,3,4.1
1775313787597,67052.97,3,4.0
1775313788599,67053.2,3,4.0
1775313789600,67062.43,3,19.3
1775313790601,67068.98,3,2.16
1775313791603,67072.61,3,12.16
1775313792604,67072.11,3,10.57
1775313793605,67072.6,3,9.11
1775313794607,67074.83,3,9.11
1775313795608,67080.0,3,7.0
1775313796610,67080.59,3,6.23
1775313797615,67080.82,3,6.93
1775313798616,67083.89,3,5.22
1775313799617,67085.22,3,3.8
1775313800618,67089.09,3,9.03
1775313801619,67088.52,3,7.33
1775313802620,67088.52,3,7.34
1775313803623,67088.52,3,7.34
1775313804624,67089.22,3,7.33
1775313805625,67090.09,3,7.33
1775313806625,67091.15,3,4.14
1775313807627,67091.15,3,4.14
1775313808628,67091.22,3,4.24
1775313809629,67091.22,3,4.24
1775313810630,67091.19,3,4.13
1775313811633,67091.19,3,4.13
1775313812639,67091.19,3,4.13
1775313813641,67091.19,3,4.13
1775313814645,67091.22,3,4.13
1775313815655,67091.22,3,4.13
1775313816656,67091.22,3,4.13
1775313817657,67091.19,3,4.13
1775313818657,67092.07,3,5.68
