timestamp_ms,condition_id,end_date,up_best_bid,up_best_ask,up_bid_depth,down_best_bid,down_best_ask,down_bid_depth,btc_price
1775323481024,0xfb94177fd5fcdc54722bce6cfd80dc7a8e40d0eba2a3d3beaf55b09bea4bf296,2026-04-04T17:45:00Z,0.45,0.46,14272.48,0.54,0.55,13004.83,67395.43
1775323481024,0x0425df172f831f2f75a1b69ae7e45f0cb65fbc9369e63d278a4e51a57d3e6c00,2026-04-04T17:45:00Z,0.45,0.46,12985.23,0.54,0.55,12751.9,67395.43
1775323481024,0x3ff9cebe16e152008c7529ff1f25d75063647f25b325e52641c00e110590cf69,2026-04-04T17:45:00Z,0.49,0.51,2943.98,0.49,0.51,2941.53,67395.43
1775323481024,0xcc2d8597cf82edfe0d4273f2d648fd933a8cc19d7a87307e28ddfb179350bc52,2026-04-04T17:45:00Z,0.5,0.51,2985.98,0.49,0.5,2980.93,67395.43
1775323481024,0x66e7f7f62ae71600125b5c072464f7c4a620cf965a6eb5efb824c765e1ec51ca,2026-04-04T17:45:00Z,0.49,0.51,2842.44,0.49,0.51,2839.99,67395.43
1775323481024,0x5a25c403d14d4a8d3dfd178de6ed07918f571a32c0da1b5d95fb7725579c7cbc,2026-04-04T17:50:00Z,0.49,0.51,2856.63,0.49,0.51,2876.63,67395.43
1775323481024,0xd803d0788d14ba5e5b0c680c6a84c5b3bbad0c881854f92248f242ca290b7ce3,2026-04-04T17:50:00Z,0.49,0.51,2980.62,0.49,0.51,2948.13,67395.43
1775323481024,0xe6adcd71e4a2e07e422c75ff3f7047417091a32425da025dc8fe18f60f53c88e,2026-04-04T17:50:00Z,0.5,0.51,3030.54,0.49,0.5,2993.25,67395.43
1775323481024,0x019e76515e8ba39dfd5d4d946504c18f1a8984a1d87d91b6658e0a84b6f68341,2026-04-04T17:55:00Z,0.49,0.51,2865.65,0.49,0.51,2845.65,67395.43
1775323481024,0x6cdffad79c7f8b9b6dd32bac7ed42b9566fae131a7cf024dfafad41e9ffa65ae,2026-04-04T17:55:00Z,0.49,0.51,2969.54,0.49,0.51,2949.55,67395.43
1775323481024,0xf96eb715065cd0d3ccd1cc65253c86d781d8ba09ed79204be20f4b863f4a5230,2026-04-04T17:55:00Z,0.5,0.51,2964.24,0.49,0.5,2989.26,67395.43
1775323481024,0x94fc473bb3df8e321bcc518c49252a88fbf7acb60237b13cd13fb3c351cc25a1,2026-04-04T18:00:00Z,0.58,0.59,2430.64,0.41,0.42,2354.03,67395.43
1775323481024,0x33d82e6ab7b8bfd0dc63d100f6d19990e870122135586a90f9a033e5e298ea6b,2026-04-04T18:00:00Z,0.64,0.65,1388.36,0.35,0.36,853.48,67395.43
1775323481024,0x4d36a9e33d90e723de2fc12bdc1e6b2c466ab88fb1be91d93dafce8aaa215524,2026-04-04T18:00:00Z,0.79,0.83,485.76,0.17,0.21,209.59,67395.43
1775323481024,0x0a9910092047696faf0cdbeb0aa27f346a18f3ddc465505402a9f977c6133388,2026-04-04T18:00:00Z,0.49,0.5,5721.44,0.5,0.51,5665.85,67395.43
1775323481024,0xb0d0c03e547690b844ce334078ff2fc71c7d39bfccb898507884e9ddab4cb49a,2026-04-04T18:00:00Z,0.5,0.51,5794.8,0.49,0.5,5732.2,67395.43
1775323481024,0x1552efb5f8a380f476f5f2d29ff0a47d07826f9dfdc87c12c1a1f899c02cb72e,2026-04-04T18:00:00Z,0.5,0.51,5051.46,0.49,0.5,5047.51,67395.43
1775323481024,0x39759167b3f264c673a9eff1c4dfaec2670a79689f986620cfaf6dfff7405aee,2026-04-04T18:00:00Z,0.49,0.51,2914.26,0.49,0.51,2921.76,67395.43
1775323481024,0x53f24a9030c835ce64214846dc87a8a7132dbabf3891a79e5f64c393cce3d629,2026-04-04T18:00:00Z,0.5,0.51,2920.84,0.49,0.5,2945.01,67395.43
1775323481024,0x92638d6a899a4db7ea13b53c18c86add55b53212d69cc5b11d92edfa734b9275,2026-04-04T18:00:00Z,0.49,0.51,2821.17,0.49,0.51,2806.17,67395.43
1775323481024,0x39759167b3f264c673a9eff1c4dfaec2670a79689f986620cfaf6dfff7405aee,2026-04-04T18:00:00Z,0.49,0.51,2914.26,0.49,0.51,2921.76,67395.43
1775323481024,0x53f24a9030c835ce64214846dc87a8a7132dbabf3891a79e5f64c393cce3d629,2026-04-04T18:00:00Z,0.5,0.51,2920.84,0.49,0.5,2945.01,67395.43
1775323481024,0x92638d6a899a4db7ea13b53c18c86add55b53212d69cc5b11d92edfa734b9275,2026-04-04T18:00:00Z,0.49,0.51,2821.17,0.49,0.51,2806.17,67395.43
1775323481024,0x02eb598dbcc9d78014a302a8db19667b31788cc0f7cf284888c21209e5c1847d,2026-04-04T18:05:00Z,0.49,0.51,2773.54,0.49,0.51,2771.09,67395.43
1775323481024,0xc105d54af4c850923610b7a3509a76127e1c79aab1645bccd076afb9fa1430f1,2026-04-04T18:05:00Z,0.5,0.51,2663.09,0.49,0.5,2663.61,67395.43
1775323481024,0xc12f233727e0c2fb32ac3af369d37c109f21c55bdf2a539cfbd347fedd5df6be,2026-04-04T18:05:00Z,0.49,0.51,2874.53,0.49,0.51,2872.53,67395.43
1775323481024,0x001ebdde23f4d19e6e01e1972ac2c50977fdccaba9bb7bafd66cc8745296a55b,2026-04-04T18:10:00Z,0.5,0.51,2663.14,0.49,0.5,2661.27,67395.43
1775323481024,0xe4b383e0bbab15a3284f6a1d0b16483d8ee3699dba703dc604e27fb46a3bab15,2026-04-04T18:10:00Z,0.49,0.51,2768.09,0.49,0.51,2770.54,67395.43
1775323481024,0xd5d4494412c653328cf3353e9320d49b078b5dedce5a7c9303a2b9171cac99a3,2026-04-04T18:10:00Z,0.49,0.51,2874.98,0.49,0.51,2872.48,67395.43
1775323481024,0x1a7b7187465a0ae236f396b1e07ed3b31ba9a658a1d099f39dc8edf638e7922b,2026-04-04T18:15:00Z,0.49,0.5,6617.11,0.5,0.51,6552.26,67395.43
1775323481024,0x217084545043545c32271de2f75a8e614f582e29e1d7be48547e5541332e8ad6,2026-04-04T18:15:00Z,0.5,0.51,6886.8,0.49,0.5,6850.84,67395.43
1775323481024,0x7233cd15ea8fa1154c88efcd9e8cad6a391b33a90a9b47da9c951dd26145184a,2026-04-04T18:15:00Z,0.5,0.51,5858.05,0.49,0.5,5826.32,67395.43
1775323481024,0xd53af7c0697a3592c9d47644f64763e16c22090cb00b4f6ae69aa76b5d28ec2e,2026-04-04T18:15:00Z,0.49,0.51,2770.54,0.49,0.51,2768.09,67395.43
1775323481024,0x49ce2019c8d0a38a4ae713193dbd5f25857ecf9542432c7948ad33fd61c0a9ae,2026-04-04T18:15:00Z,0.49,0.51,2872.53,0.49,0.51,2872.43,67395.43
1775323481024,0x998d5a17ea773ce24ec0969f0c33dd13d2a04225b1aa19cc7ac27a1cbe043900,2026-04-04T18:15:00Z,0.5,0.51,2665.09,0.49,0.5,2659.07,67395.43
1775323481024,0xd0596cee32b167884e1555073a238c8aeede0d7d619c812b6c301094fa9fbfc4,2026-04-04T18:25:00Z,0.49,0.51,2763.94,0.49,0.51,2766.34,67395.43
1775323481024,0x7234d32c28ce43647d747d6af66793087290f8a97193cb4a670a9ae8cf330e1e,2026-04-04T18:25:00Z,0.5,0.51,2648.21,0.49,0.5,2642.05,67395.43
1775323481024,0x999a3b0be77037866b2d4708f14b504866966ca3f1e5a1cc5d12cbf3f493d191,2026-04-04T18:25:00Z,0.49,0.51,2867.28,0.49,0.51,2870.28,67395.43
1775323481024,0x2a0895fed48d8d4ddc602a3ee4fd8c57db6d49e136ee42c43caae566213b3355,2026-04-04T18:30:00Z,0.5,0.51,2646.75,0.49,0.5,2644.22,67395.43
1775323481024,0x152c7a0a9d5235b5bd4c47ed96358d83b623c591606042b5c4c3b7fc14fe499a,2026-04-04T18:30:00Z,0.49,0.51,2765.64,0.49,0.51,2765.09,67395.43
1775323481024,0xa362abd71ab6446f8923458495809ab6228dd82a4830d423022d665a84958b8d,2026-04-04T18:30:00Z,0.49,0.51,2864.78,0.49,0.51,2867.83,67395.43
1775323481024,0xa561531d2a1a91302070f3dfce6c8bd5b29fe6611c86c70788e0fe3e7a9d08ad,2026-04-04T18:35:00Z,0.5,0.51,2645.13,0.49,0.5,2639.5,67395.43
1775323481024,0x0227ce0dc429def6acdf0556c8ef5a6b34e00be96ce6408680310734f39c075b,2026-04-04T18:35:00Z,0.49,0.51,2815.09,0.49,0.51,2812.69,67395.43
1775323481024,0x4edadcd735842cb0560c17459f5937d28a884dc7b6f9a6144f2a7d905343d8df,2026-04-04T18:35:00Z,0.49,0.51,2914.23,0.49,0.51,2919.28,67395.43
1775323481024,0xdf36e7fa6d64fc2465fabdc34c06cdf91bb8a1bbcea62082589ee8b07376a97f,2026-04-04T18:40:00Z,0.49,0.51,2807.29,0.49,0.51,2809.74,67395.43
1775323481024,0x374c4c3b7c0e39c62cf9ae0d2d54a6cd6a515ad90262c6a2cf57825c776f6313,2026-04-04T18:40:00Z,0.5,0.51,2647.57,0.49,0.5,2648.73,67395.43
1775323481024,0x9fae7425c1f6d191f0fe4a503e65e814e2d0d94e50a3ad5236cee75497975cab,2026-04-04T18:40:00Z,0.49,0.51,2917.08,0.49,0.51,2919.53,67395.43
1775323481024,0x18adb999965e16cd439742d27572939c30282f7a260b12c1a00a1daa3ad09c0c,2026-04-04T18:45:00Z,0.5,0.51,6094.96,0.49,0.5,6070.58,67395.43
1775323481024,0xcedead8e00a9939b703af2633ca4dbe0d8d7acfd7f6948a1f8b81b19c5310af6,2026-04-04T18:45:00Z,0.5,0.51,7097.12,0.49,0.5,7071.06,67395.43
1775323481024,0xe71ae8181a645b0cc70a9302aed8b441a6b53ecdced753e75c183a9a192f8a3e,2026-04-04T18:45:00Z,0.5,0.51,6837.75,0.49,0.5,6796.98,67395.43
1775323481024,0xc2fa3ecb9b9278f745396f87df6bd21f26d2eeab21d4c24794ae573233b5edea,2026-04-04T18:45:00Z,0.49,0.51,2809.74,0.49,0.51,2809.74,67395.43
1775323481024,0xa3627400e5f51e04a14233a521dfa9a8b47ac556780f36b59252eea9f7b71f04,2026-04-04T18:45:00Z,0.5,0.51,2642.49,0.49,0.5,2628.25,67395.43
1775323481024,0x85ec0e7c3bcbc54888ca5b77c82cc9b94ca9cfcc22c180d26b755732020fc9ab,2026-04-04T18:45:00Z,0.49,0.51,2917.03,0.49,0.51,2914.58,67395.43
1775323481024,0x85ec0e7c3bcbc54888ca5b77c82cc9b94ca9cfcc22c180d26b755732020fc9ab,2026-04-04T18:45:00Z,0.49,0.51,2917.03,0.49,0.51,2914.58,67395.43
1775323481024,0x880efc6516bd77f996a0f9d2d895fead21d45f7c25dd7e2e8a3a5a81f924573e,2026-04-04T18:50:00Z,0.49,0.51,2782.74,0.49,0.51,2782.74,67395.43
1775323481024,0xc241717a5d5abe325130679c73242a4c1ab2f4bc35ece3685dbe78b37911ebbf,2026-04-04T18:50:00Z,0.49,0.51,2883.34,0.49,0.51,2885.79,67395.43
1775323481024,0x880efc6516bd77f996a0f9d2d895fead21d45f7c25dd7e2e8a3a5a81f924573e,2026-04-04T18:50:00Z,0.49,0.51,2782.74,0.49,0.51,2782.74,67395.43
1775323481024,0xc241717a5d5abe325130679c73242a4c1ab2f4bc35ece3685dbe78b37911ebbf,2026-04-04T18:50:00Z,0.49,0.51,2883.34,0.49,0.51,2885.79,67395.43
1775323481024,0xea54d4ea18b11957ab1218d4ac881ad941684475a69d7adaa36ef52d099c4abb,2026-04-04T18:50:00Z,0.5,0.51,2622.43,0.49,0.5,2617.96,67395.43
1775323481024,0x282618133323c8694939d4e08cf636e649b8524923b25943c655b4d7b2727ef6,2026-04-04T18:55:00Z,0.5,0.51,2620.77,0.49,0.5,2615.6,67395.43
1775323481024,0x7fc4e85159bf621df481e7d6b910c5bdd89f885720086c63ffee57b5d3c8f7e8,2026-04-04T18:55:00Z,0.49,0.51,2782.69,0.49,0.51,2782.74,67395.43
1775323481024,0x022868dfbdb67ec80d068adae4fd1e3f4c7614f687105c3423d1612b00f6316e,2026-04-04T18:55:00Z,0.49,0.51,2885.79,0.49,0.51,2885.79,67395.43
1775323481024,0xfc471b17cb00f308bf2c0cb25135e068c753614687eace8d83eced54f401ff19,2026-04-04T19:00:00Z,0.49,0.5,24206.0,0.5,0.51,24120.32,67395.43
1775323481024,0x86312f92fc76ca12618b1bf24d8cb0ef365bff9c957fa400882fbc8c69306459,2026-04-04T19:00:00Z,0.48,0.51,23088.87,0.49,0.52,23065.05,67395.43
1775323481024,0x35a74b3ab1de010bc9e17981b74c41e613762e6265e8a1917e3048afb257c897,2026-04-04T19:00:00Z,0.49,0.52,21877.87,0.48,0.51,21882.5,67395.43
1775323481024,0xa57e6c62f37802b9bb04f2a077f8dfd6a71fa5425ea91b6e97f97d6b02d4882b,2026-04-04T19:00:00Z,0.49,0.5,6981.24,0.5,0.51,6944.82,67395.43
1775323481024,0xa57e6c62f37802b9bb04f2a077f8dfd6a71fa5425ea91b6e97f97d6b02d4882b,2026-04-04T19:00:00Z,0.49,0.5,6981.24,0.5,0.51,6944.82,67395.43
1775323481024,0x6d4c348c84b93b2aa4228a891850b113048fae42ad8ecadf174a937526e206f4,2026-04-04T19:00:00Z,0.5,0.51,6079.86,0.49,0.5,6070.46,67395.43
1775323481024,0x284945eefdd6efb3351923c8876e993806b87e26291254689589692d9731fe07,2026-04-04T19:00:00Z,0.5,0.51,6821.22,0.49,0.5,6797.39,67395.43
1775323481024,0xf70f8f1ed8d3076debb10de7cfa87d3b707ad68282df495bbc417c2d9a11088d,2026-04-04T19:00:00Z,0.49,0.51,2781.74,0.49,0.51,2785.69,67395.43
1775323481024,0xa90248c304045dfa5c654c3acb3898452f3b3a1c2d03c99503f0123cb619469b,2026-04-04T19:00:00Z,0.5,0.51,2618.11,0.49,0.5,2619.04,67395.43
1775323481024,0x0dc60b6f0ef29b121126d39647b3d064aa422a3683b7336d663278943ec12534,2026-04-04T19:00:00Z,0.49,0.51,2886.29,0.49,0.51,2886.29,67395.43
1775323481024,0xeba4aad06a25c88e79e3983fca3e613dfcc2c341bd7d077bd1c15f97555d54f6,2026-04-04T19:05:00Z,0.5,0.51,2621.7,0.49,0.5,2616.75,67395.43
1775323481024,0x2805f4ccbd0222e5ceecaec12cd3330867ef334965c64d676c8c5465449d37e1,2026-04-04T19:05:00Z,0.49,0.51,2883.84,0.49,0.51,2883.79,67395.43
1775323481024,0x65b60b52b62ea26936221190ea5d0bf13d8c2ced8f1ad97fc05cb06a7a2bef40,2026-04-04T19:05:00Z,0.49,0.51,2784.69,0.49,0.51,2785.24,67395.43
1775323481024,0x37fe4dd3d0aea98b75b0feb8d265d88bc2ba44abf555600477316f8d897a1636,2026-04-04T19:10:00Z,0.49,0.51,2884.29,0.49,0.51,2881.84,67395.43
1775323481024,0x1d82f331c16803fc3bb3c10b3d489940aec4ed53d494bcf5442503ac184a8836,2026-04-04T19:10:00Z,0.5,0.51,2616.57,0.49,0.5,2613.42,67395.43
1775323481024,0xbb4e4bd13ba2e20c858d5236e4206f8f2b181b2a9f01dd998653779849209a4b,2026-04-04T19:10:00Z,0.49,0.51,2785.19,0.49,0.51,2782.74,67395.43
1775323481024,0x3d934ceed0eab9480d1bd8eb5b2a3fa9e353a930a37a8183b643b2623c3b237f,2026-04-04T19:15:00Z,0.5,0.51,7080.81,0.49,0.5,7079.33,67395.43
1775323481024,0xe7d68adeab051659f80caad672b5ddd943e115c9683a2b74175896b2557232da,2026-04-04T19:15:00Z,0.5,0.51,6834.87,0.49,0.5,6788.29,67395.43
1775323481024,0xfe569fa7ce1792e68a98a3481106160517bdf000d107c9a7cef1a2ad85d094d6,2026-04-04T19:15:00Z,0.5,0.51,6080.76,0.49,0.5,6067.91,67395.43
1775323481024,0x81bb74b6f85e7b4d3c73e6947aaa6977fde202dcb73b11dc34b3b658c0ea96be,2026-04-04T19:15:00Z,0.49,0.51,2781.39,0.49,0.51,2783.84,67395.43
1775323481024,0x54e54b74d2953071f74c66a21899dceaf834bc304672a37a5eb2babc5ad22554,2026-04-04T19:15:00Z,0.5,0.51,2624.67,0.49,0.5,2618.24,67395.43
