timestamp_ms,price,sources,spread
1775520148928,68794.14,0,0.0
1775520149931,68794.14,0,0.0
1775520150934,68794.14,0,0.0
1775520151938,68794.14,0,0.0
1775520152941,68794.14,0,0.0
1775520153942,68853.24,1,0.0
1775520154944,68853.24,1,0.0
1775521226545,68853.24,0,0.0
1775521227548,68853.24,0,0.0
1775521228551,68853.24,0,0.0
1775521229553,68853.24,0,0.0
1775521230556,68934.4,1,0.0
1775522302259,68934.07,0,0.0
1775522303261,68934.07,0,0.0
1775522304264,68934.07,0,0.0
1775522305266,68934.07,0,0.0
1775522306269,68764.0,1,0.0
1775522393024,68761.54,0,0.0
1775522394027,68761.54,0,0.0
1775522395030,68761.54,0,0.0
1775522396032,68761.54,0,0.0
1775522397035,68761.54,0,0.0
1775522398038,68761.54,0,0.0
1775522399041,68761.54,0,0.0
1775522400044,68761.54,0,0.0
1775522429526,68761.54,0,0.0
1775522430529,68761.54,0,0.0
1775522431531,68761.54,0,0.0
1775522432534,68761.54,0,0.0
1775522433536,68761.54,0,0.0
1775522434537,68761.54,0,0.0
1775522435540,68761.54,0,0.0
1775522473224,68761.54,0,0.0
1775522474226,68761.54,0,0.0
1775522475228,68761.54,0,0.0
1775522476230,68761.54,0,0.0
1775522477231,68761.54,0,0.0
1775522478233,68761.54,0,0.0
1775522479235,68761.54,0,0.0
1775522524403,68761.54,0,0.0
1775522525573,68761.54,0,0.0
1775522526576,68746.35,1,0.0
1775522527578,68747.51,1,0.0
1775522528579,68747.51,1,0.0
1775522529582,68747.51,1,0.0
1775522530583,68747.51,1,0.0
1775522531588,68755.92,2,2.83
1775522621084,68755.92,0,0.0
1775522622087,68755.92,0,0.0
1775522623089,68755.92,0,0.0
1775522624092,68755.92,0,0.0
1775522625094,68755.92,0,0.0
1775522626096,68755.92,0,0.0
1775522627099,68755.92,0,0.0
1775522646399,68755.92,0,0.0
1775522647401,68755.92,0,0.0
1775522648404,68755.92,0,0.0
1775522649405,68755.92,0,0.0
1775522650407,68755.92,0,0.0
1775522651408,68755.92,0,0.0
1775522652410,68755.92,0,0.0
1775522664264,68755.92,0,0.0
1775522665267,68755.92,0,0.0
1775522666269,68755.92,0,0.0
1775522667271,68726.01,1,0.0
1775522668274,68732.89,1,0.0
1775522669276,68733.86,1,0.0
1775522670278,68733.86,1,0.0
1775522671281,68733.85,1,0.0
1775523600776,68764.9,1,0.0
1775523601777,68763.4,1,0.0
1775523602779,68747.2,1,0.0
1775523603781,68700.1,1,0.0
1775523604784,68678.2,1,0.0
1775523809523,68677.67,0,0.0
